name,college,number,id,draft_round,position,dob,draft_year,draft_pick
Jake Elliott,Memphis,4,3050478,5,PK,"Jan 21, 1995",2017,153
Jeff Driskel,Louisiana Tech,6,2574630,6,QB,"Apr 23, 1993",2016,207
Stanley Williams,Kentucky,,3126338,,,"Sep 30, 1995",,
Jarveon Williams,UT San Antonio,9,3040644,,RB,"Jan 3, 1995",,
AJ McCarron,Alabama,0,16810,5,QB,"Sep 13, 1990",2014,164
Will Monday,Duke,,2576728,,,"Jul 25, 1992",,
Andy Dalton,TCU,4,14012,2,QB,"Oct 29, 1987",2011,35
Michael Johnson,Georgia Tech,0,12436,3,DE,"Feb 7, 1987",2009,70
Carlos Dunlap,Florida,6,13274,2,DE,"Feb 28, 1989",2010,54
Will Clarke,West Virginia,4,16758,3,DE,"May 4, 1991",2014,88
Mason Schreck,Buffalo,6,2972331,7,TE,"Nov 4, 1993",2017,251
Alonzo Russell,Toledo,4,2980238,,WR,"Sep 29, 1992",,
Karel Hamilton,Samford,,3060377,,,"Mar 30, 1995",,
Wallace Gilberry,Alabama,,11809,,,"Dec 5, 1984",,
Dre Kirkpatrick,Alabama,7,14940,1,CB,"Oct 26, 1989",2012,17
Tony McRae,North Carolina A&T,9,2969422,,CB,"May 3, 1993",,
Darrin Laufasa,UTEP,,3042520,,,"May 6, 1995",,
Tyler Kroft,Rutgers,1,2582410,3,TE,"Oct 15, 1992",2015,85
John Ross,Washington,5,3052177,1,WR,"Nov 27, 1994",2017,9
Giovani Bernard,North Carolina,5,15826,2,RB,"Nov 22, 1991",2013,37
Kevin Huber,Cincinnati,,12669,5,,"Jul 16, 1985",2009,142
Ryan Brown,Mississippi State,,2971381,,,"Jun 10, 1994",,
Brandon Wilson,Houston,,2982632,6,,"Jul 27, 1994",2017,207
David Dean,Virginia,,2577828,,,"Feb 16, 1993",,
T.J. Johnson,South Carolina,,15915,7,,"Jul 17, 1990",2013,251
George Iloka,Boise State,,15085,5,,"Mar 31, 1990",2012,167
Clint Boling,Georgia,,14178,4,,"May 9, 1989",2011,101
Trey Hopkins,Texas,,17172,,,"Jul 6, 1992",,
Cedric Ogbuehi,Texas A&M,0,2511825,1,OT,"Apr 25, 1992",2015,21
Clark Harris,Rutgers,6,10686,7,LS,"Jul 10, 1984",2007,243
Ryan Hewitt,Stanford,9,17169,,TE,"Jan 24, 1991",,
C.J. Uzomah,Auburn,7,2574576,5,TE,"Jan 14, 1993",2015,157
Russell Bodine,North Carolina,,16876,4,,"Jun 30, 1992",2014,111
Marshall Koehn,Iowa,8,2582419,,PK,"Aug 29, 1992",,
Brian Hill,Wyoming,3,3125403,5,RB,"Nov 9, 1995",2017,156
Andre Smith,Alabama,1,12622,1,OT,"Jan 25, 1987",2009,6
Alex Redmond,UCLA,,3047571,,,"Jan 18, 1995",,
Austin Calitro,Villanova,8,2982304,,LB,"Jan 10, 1994",,
Lorenzo Jerome,St Francis (PA),,3050534,,,"Jan 20, 1995",,
Aaron Lynch,South Florida,9,16941,5,LB,"Mar 8, 1993",2014,150
Vinnie Sunseri,Alabama,,16938,5,,"Sep 27, 1993",2014,167
Don Jones,Arkansas State,,15943,7,,"May 14, 1990",2013,250
Raheem Mostert,Purdue,1,2576414,,RB,"Apr 9, 1992",,
Rashard Robinson,LSU,0,3042718,4,CB,"Jul 23, 1995",2016,133
Solomon Thomas,Stanford,4,3117258,1,DE,"Aug 26, 1995",2017,3
Chris Jones,Bowling Green,,15955,6,,"Jul 12, 1990",2013,198
NaVorro Bowman,Penn State,,13262,3,,"May 28, 1988",2010,91
Reuben Foster,Alabama,6,3054844,1,LB,"Apr 4, 1994",2017,31
Ahmad Brooks,Virginia,,10138,,,"Mar 14, 1984",,
Dekoda Watson,Florida State,7,13482,7,LB,"Mar 3, 1988",2010,217
Garrett Celek,Michigan State,8,15204,,TE,"May 29, 1988",,
Quinton Dial,Alabama,,16028,5,,"Jul 21, 1990",2013,157
Ray-Ray Armstrong,Miami,5,16463,,LB,"Mar 5, 1991",,
Kapri Bibbs,Colorado State,5,16969,,RB,"Jan 10, 1993",,
Blake Bell,Oklahoma,1,2514206,4,TE,"Aug 7, 1991",2015,117
Ronald Blair III,Appalachian State,8,2567711,5,DE,"Jan 21, 1993",2016,142
Noble Nwachukwu,West Virginia,7,2976647,,DE,"Nov 30, 1994",,
DeAndre Smelter,Georgia Tech,5,3055912,4,WR,"Dec 3, 1991",2015,132
Ahkello Witherspoon,Colorado,3,3122630,3,CB,"Mar 21, 1995",2017,66
Tank Carradine,Florida State,6,15829,2,DE,"Feb 18, 1990",2013,40
Jayson DiManche,Southern Illinois,,16256,,,"Sep 22, 1990",,
Pita Taumoepenu,Utah,5,3055105,6,LB,"Mar 9, 1994",2017,202
Chanceller James,Boise State,,2972901,,,"Sep 26, 1994",,
Kendrick Bourne,Eastern Washington,4,3045523,,WR,"Aug 4, 1995",,
Aldrick Robinson,SMU,9,14164,6,WR,"Sep 24, 1988",2011,178
Trent Taylor,Louisiana Tech,1,3040569,5,WR,"Apr 30, 1994",2017,177
Marquise Goodwin,Texas,1,15839,3,WR,"Nov 19, 1990",2013,78
Matt Breida,Georgia Southern,2,3049916,,RB,"Feb 28, 1995",,
Tyler McCloskey,Houston,,3040036,,,"Aug 11, 1994",,
DeAndre Carter,Sacramento State,2,2580216,,WR,"Apr 10, 1993",,
Carlos Hyde,Ohio State,4,16777,2,RB,"Sep 20, 1990",2014,57
Pierre Garcon,Mount Union,5,11439,6,WR,"Aug 8, 1986",2008,205
Jeremy Kerley,TCU,4,14151,5,WR,"Nov 8, 1988",2011,153
Vance McDonald,Rice,9,15853,2,TE,"Jun 13, 1990",2013,55
Joe Williams,Utah,2,3912576,4,RB,"Sep 4, 1993",2017,121
Nick Rose,Texas,6,2971728,,PK,"May 5, 1994",,
Robbie Gould,Penn State,9,9354,,PK,"Dec 6, 1982",,
C.J. Beathard,Iowa,3,2979520,3,QB,"Nov 16, 1993",2017,104
D.J. Jones,Ole Miss,3,3894915,6,DT,"Jan 19, 1995",2017,198
Bradley Pinion,Clemson,,2977680,5,,"Jun 1, 1994",2015,165
Matt Barkley,USC,7,15948,4,QB,"Sep 8, 1990",2013,98
Brian Hoyer,Michigan State,2,12477,,QB,"Oct 13, 1985",,
Jaquiski Tartt,Samford,,2509844,2,,"Feb 12, 1992",2015,46
Eric Reid,LSU,,15809,1,,"Dec 10, 1991",2013,18
Leger Douzable,UCF,,11920,,,"May 31, 1986",,
Adrian Colbert,Miami,7,2971699,7,CB,"Oct 6, 1993",2017,229
Shayne Skov,Stanford,6,17251,,LB,"Jul 9, 1990",,
Brock Coyle,Montana,0,16983,,LB,"Oct 12, 1990",,
Keith Reaser,Florida Atlantic,0,16930,5,CB,"Jul 31, 1991",2014,170
Joe Staley,Central Michigan,4,10472,1,OT,"Aug 30, 1984",2007,28
Daniel Kilgore,Appalachian State,,14110,5,,"Dec 18, 1987",2011,163
Asa Jackson,Cal Poly,,15081,5,,"Dec 2, 1989",2012,169
Will Davis,Utah State,,15833,3,,"May 8, 1990",2013,93
Norman Price,Southern Mississippi,,3123982,,,"Aug 25, 1994",,
Earl Mitchell,Arizona,0,13288,3,NT,"Sep 25, 1987",2010,81
Kyle Nelson,New Mexico State,6,14426,,TE,"Oct 3, 1986",,
Arik Armstead,Oregon,1,2971275,1,DE,"Nov 15, 1993",2015,17
Victor Bolden Jr.,Oregon State,7,3056476,,WR,"Apr 4, 1995",,
George Kittle,Iowa,5,3040151,5,TE,"Oct 9, 1993",2017,146
Kyle Juszczyk,Harvard,4,16002,4,FB,"Apr 23, 1991",2013,130
Louis Murphy,Florida,,12585,4,,"May 11, 1987",2009,124
Tim Hightower,Richmond,,11383,5,,"May 23, 1986",2008,149
DeForest Buckner,Oregon,9,2971282,1,DE,"Mar 17, 1994",2016,7
Dontae Johnson,NC State,9,16893,4,CB,"Dec 1, 1991",2014,129
Elvis Dumervil,Louisville,,9712,4,,"Jan 19, 1984",2006,126
K'Waun Williams,Pittsburgh,4,17444,,CB,"Jul 12, 1991",,
Eli Harold,Virginia,7,2979652,3,LB,"Jan 20, 1994",2015,79
Logan Paulsen,UCLA,2,13726,,TE,"Feb 26, 1987",,
John Flynn,,,2974808,,,"Aug 30, 1993",,
Nick Mullens,Southern Mississippi,4,3059989,,QB,"Mar 21, 1995",,
Sen'Derrick Marks,Auburn,,12445,2,,"Feb 23, 1987",2009,62
Tim Patrick,Utah,1,3134353,,WR,"Nov 23, 1993",,
Cole Hikutini,Louisville,3,2968204,,TE,"Jun 11, 1994",,
Xavier Cooper,Washington State,5,2578408,3,DT,"Nov 30, 1991",2015,96
Jimmie Ward,Northern Illinois,0,16717,1,CB,"Jul 18, 1991",2014,30
Elijah Lee,Kansas State,7,3125073,7,LB,"Feb 8, 1996",2017,232
Mark Nzeocha,Wyoming,3,2576030,7,LB,"Jan 19, 1990",2015,236
Tony McDaniel,Tennessee,6,10031,,DT,"Jan 20, 1985",,
Brandon Fusco,Slippery Rock,,14208,6,,"Jul 26, 1988",2011,172
Datone Jones,UCLA,6,15798,1,DE,"Jul 24, 1990",2013,26
Leon Hall,Michigan,9,10462,1,CB,"Dec 9, 1984",2007,18
Dexter McCoil,Tulsa,,2470860,,,"Sep 5, 1991",,
Laken Tomlinson,Duke,,2512477,1,,"Feb 9, 1992",2015,28
Greg Mabin,Iowa,6,2979515,,CB,"Jun 25, 1994",,
Antone Exum Jr.,Virginia Tech,,16833,6,,"Feb 27, 1991",2014,182
Cassius Marsh,UCLA,4,16873,4,DE,"Jul 7, 1992",2014,108
Sheldon Day,Notre Dame,6,2976194,4,DT,"Jul 1, 1994",2016,103
Jimmy Garoppolo,Eastern Illinois,0,16760,2,QB,"Nov 2, 1991",2014,62
Tyvis Powell,Ohio State,,2976308,,,"Feb 16, 1994",,
Jeremy McNichols,Boise State,3,3127586,5,RB,"Dec 26, 1995",2017,162
De'Vante Bausby,Pittsburg State,3,2613234,,CB,"Jan 15, 1993",,
Ukeme Eligwe,Georgia Southern,5,2969922,5,LB,"Apr 27, 1994",2017,183
Steven Terrell,Texas A&M,,16450,,,"Sep 21, 1990",,
Earl Okine,Florida,,16551,,,"Jan 4, 1990",,
Rakeem Nunez-Roches,Southern Mississippi,5,2575453,6,DT,"Jul 3, 1993",2015,217
David King,Oklahoma,5,15905,7,DE,"Dec 27, 1989",2013,239
Marcus Rush,Michigan State,9,2515422,,LB,"Jun 19, 1991",,
Ashton Lampkin,Oklahoma State,,2977735,,,"Jan 10, 1994",,
Kenneth Acker,SMU,5,16914,6,CB,"Feb 6, 1992",2014,180
Justin March-Lillard,Akron,3,2574282,,LB,"Jul 5, 1993",,
Ramik Wilson,Georgia,2,2578565,4,LB,"Aug 19, 1992",2015,118
Maurice Swain,Auburn,,3892697,,,"Jul 25, 1995",,
Orson Charles,Georgia,2,14902,4,TE,"Jan 27, 1991",2012,116
Terrance Smith,Florida State,8,2576809,,LB,"May 3, 1993",,
D.J. White,Georgia Tech,1,2971478,6,CB,"Sep 9, 1993",2016,178
Steven Nelson,Oregon State,0,3045287,3,CB,"Jan 22, 1993",2015,98
Frank Zombo,Central Michigan,1,13779,,LB,"Mar 5, 1987",,
Jarvis Jenkins,Clemson,4,14019,2,DT,"Apr 24, 1988",2011,41
Kevin Pierre-Louis,Boston ,6,16888,4,LB,"Oct 7, 1991",2014,132
Leon McQuay,USC,,3043217,6,,"Nov 21, 1994",2017,218
Derrick Johnson,Texas,6,8430,1,LB,"Nov 22, 1982",2005,15
Allen Bailey,Miami,7,14020,3,DE,"Mar 25, 1989",2011,86
Demetrius Harris,None,4,16318,,TE,"Jul 29, 1991",,
Phillip Gaines,Rice,8,16750,3,CB,"Apr 4, 1991",2014,87
Terrance Mitchell,Oregon,9,16927,7,CB,"May 17, 1992",2014,254
J.R. Nelson,Montana,,2982928,,,"Nov 30, 1993",,
Kareem Hunt,Toledo,7,3059915,3,RB,"Aug 6, 1995",2017,86
Devine Redding,Indiana,,3128267,,,"Feb 5, 1996",,
James Winchester,Oklahoma,1,16665,,LS,"Aug 6, 1989",,
Daniel Sorensen,BYU,,17259,,,"Mar 5, 1990",,
Tanoh Kpassagnon,Villanova,2,2982313,2,LB,"Jun 14, 1994",2017,59
Ross Travis,Penn State,3,3936647,,TE,"Jan 9, 1993",,
Ricky Ali'ifua,Utah State,1,2469470,,DE,"Dec 2, 1991",,
Marcus Peters,Washington,2,2578378,1,CB,"Jan 9, 1993",2015,18
Eric Murray,Minnesota,1,2970716,4,CB,"Jan 7, 1994",2016,106
Chris Conley,Georgia,7,2578533,3,WR,"Oct 25, 1992",2015,76
Tyreek Hill,West Alabama,0,3116406,5,WR,"Mar 1, 1994",2016,165
Spencer Ware,LSU,2,16020,6,RB,"Nov 23, 1991",2013,194
Gehrig Dieter,Alabama,2,2980460,,WR,"Feb 24, 1993",,
Seantavius Jones,Valdosta State,6,17191,,WR,"Aug 9, 1992",,
Demarcus Robinson,Florida,1,3043116,4,WR,"Sep 21, 1994",2016,126
De'Anthony Thomas,Oregon,3,16945,4,WR,"Jan 5, 1993",2014,124
Anthony Sherman,UConn,2,14135,5,FB,"Dec 11, 1988",2011,136
C.J. Spiller,Clemson,,13203,1,,"Aug 5, 1987",2010,9
Marcus Kemp,Hawai'i,9,3046399,,WR,"Aug 14, 1995",,
Gavin Escobar,San Diego State,9,15836,2,TE,"Feb 3, 1991",2013,47
Tevin Jones,Memphis,4,2586703,,WR,"Dec 26, 1992",,
Jehu Chesson,Michigan,0,2977631,4,WR,"Dec 29, 1993",2017,139
Robert Wheelwright,Wisconsin,,3045283,,,,,
Sam Ficken,Penn State,5,2582139,,PK,"Dec 14, 1992",,
Alex Smith,Utah,1,8416,1,QB,"May 7, 1984",2005,1
Charcandrick West,Abilene Christian,5,17284,,RB,"Jun 2, 1991",,
Dustin Colquitt,Tennessee,,8513,3,,"May 6, 1982",2005,99
Tyler Bray,Tennessee,9,16252,,QB,"Dec 27, 1991",,
Patrick Mahomes,Texas Tech,5,3139477,1,QB,"Sep 17, 1995",2017,10
Joel Stave,Wisconsin,2,2576446,,QB,"May 16, 1992",,
Josh Mauga,Nevada,,13165,,,"Jun 20, 1987",,
Justin Houston,Georgia,0,14048,3,LB,"Jan 12, 1989",2011,70
Ron Parker,Newberry,,14297,,,"Aug 17, 1987",,
Cam Thomas,North Carolina,,13470,5,,"Dec 12, 1986",2010,146
Bennie Logan,LSU,6,15850,3,DT,"Dec 28, 1989",2013,67
Dee Ford,Auburn,5,16707,1,LB,"Mar 19, 1991",2014,23
Travis Kelce,Cincinnati,7,15847,3,TE,"Oct 5, 1989",2013,63
Albert Wilson,Georgia State,5,17051,,WR,"Jul 12, 1992",,
Chris Jones,Mississippi State,5,3044859,2,DE,"Jul 3, 1994",2016,37
Andrew Tiller,Syracuse,,15098,6,,"Mar 13, 1989",2012,179
Trevon Hartfield,Southwestern Oklahoma,7,4010744,,DB,"Nov 17, 1991",,
Jordan Devey,Memphis,,16385,,,"Jan 11, 1988",,
Larry Scott,Oregon State,,2577018,,,"Mar 5, 1993",,
Tony Stevens,Auburn,,3051897,,,"Mar 14, 1995",,
Cairo Santos,Tulane,8,17427,,PK,"Nov 12, 1991",,
Eric Berry,Tennessee,,13252,1,,"Dec 29, 1988",2010,5
Roy Miller,Texas,,12698,3,,"Jul 9, 1987",2009,81
Zach Fulton,Tennessee,,16923,6,,"Sep 23, 1991",2014,193
Reggie Ragland,Alabama,9,2979855,2,LB,"Sep 23, 1993",2016,41
Akeem Hunt,Purdue,1,2576408,,RB,"Feb 22, 1993",,
Harrison Butker,Georgia Tech,7,3055899,7,PK,"Jul 14, 1995",2017,233
Tamba Hali,Penn State,,9606,1,,"Nov 3, 1983",2006,20
Mitch Morse,Missouri,,2514122,2,,"Apr 21, 1992",2015,49
Darrelle Revis,Pittsburgh,,10458,1,,"Jul 14, 1985",2007,14
Cameron Erving,Florida State,5,2512504,1,OT,"Aug 23, 1992",2015,19
Keith Reaser,Florida Atlantic,0,16930,5,CB,"Jul 31, 1991",2014,170
Justin Hamilton,Louisiana,4,2574009,,DT,"Jul 27, 1993",,
Kalan Reed,Southern Mississippi,4,2972090,7,CB,"Dec 29, 1993",2016,253
Aaron Wallace,UCLA,2,2577203,7,LB,"Jul 8, 1993",2016,222
Kevin Byard,Middle Tennessee,,2574056,3,,"Aug 17, 1993",2016,64
Tye Smith,Towson,3,2588098,5,CB,"May 3, 1993",2015,170
Jayon Brown,UCLA,5,3047559,5,LB,"Feb 26, 1995",2017,155
Logan Ryan,Rutgers,6,15861,3,CB,"Feb 9, 1991",2013,83
Denzel Johnson,TCU,,3040009,,,"Sep 16, 1994",,
Adoree' Jackson,USC,5,3120347,1,CB,"Sep 18, 1995",2017,18
LeShaun Sims,Southern Utah,6,2575171,5,CB,"Sep 18, 1993",2016,157
Eric Weems,Bethune-Cookman,,10770,,,"Jul 4, 1985",,
Da'Norris Searcy,North Carolina,,14143,4,,"Nov 16, 1988",2011,100
Beau Brinkley,Missouri,8,15355,,LS,"Jan 25, 1990",,
Nate Palmer,Illinois State,0,15930,6,LB,"Sep 23, 1989",2013,193
Daren Bates,Auburn,3,16299,,LB,"Nov 27, 1990",,
DaQuan Jones,Penn State,0,16910,4,DT,"Dec 27, 1991",2014,112
Cameron Robbins,Northwestern,,2582099,,,"Jul 2, 1993",,
Justin Staples,Illinois,,16328,,,"Dec 10, 1989",,
Curtis Riley,Fresno State,5,2525492,,CB,"Jul 18, 1992",,
Mehdi Abdesmad,Boston ,,2576467,,,"Sep 28, 1991",,
Brynden Trawick,Troy,,16419,,,"Oct 23, 1989",,
Wesley Woodyard,Kentucky,9,11609,,LB,"Jul 21, 1986",,
Jurrell Casey,USC,9,14047,3,DT,"Dec 5, 1989",2011,77
Angelo Blackson,Auburn,7,2574582,4,DE,"Nov 14, 1992",2015,100
Tyler Marz,Wisconsin,9,2576443,,OT,"Sep 9, 1992",,
DeAngelo Brown,Louisville,,2970203,,,"Feb 14, 1994",,
Josh Carraway,TCU,4,2971565,7,LB,"Apr 13, 1994",2017,227
Kevin Dodd,Clemson,,2977682,2,,"Jul 14, 1992",2016,33
D'Joun Smith,Florida Atlantic,,2982861,3,,"Sep 23, 1992",2015,65
Jeremy Boykins,UCF,1,3929030,,CB,"May 29, 1995",,
Erik Walden,Middle Tennessee,3,11401,6,LB,"Aug 21, 1985",2008,167
Brice McCain,Utah,,12690,6,,"Dec 10, 1986",2009,188
Kourtnei Brown,Clemson,,15177,,,"Apr 17, 1989",,
Phillip Supernaw,Ouachita Baptist,,15257,,,"Jan 30, 1990",,
Jimmy Staten,Middle Tennessee,,16822,5,,"May 4, 1991",2014,172
Tre McBride,William & Mary,7,2566041,7,WR,"Dec 1, 1992",2015,245
KeVonn Mabon,Ball State,,2972052,,,"Oct 2, 1993",,
Corey Levin,Chattanooga,,2973637,6,,"Aug 12, 1994",2017,217
Austin Johnson,Penn State,4,2979591,2,DT,"May 8, 1994",2016,43
Taywan Taylor,Western Kentucky,3,3059760,3,WR,"Mar 2, 1995",2017,72
Harry Douglas,Louisville,,11318,3,,"Sep 16, 1984",2008,84
Rishard Matthews,Nevada,8,15102,7,WR,"Oct 12, 1989",2012,227
Jonathan Krause,Vanderbilt,,17194,,,"Jan 18, 1992",,
Khalfani Muhammad,California,8,3052143,7,RB,"Sep 26, 1994",2017,241
Akeem Judd,Ole Miss,,3128756,,,"Dec 11, 1992",,
Jace Amaro,Texas Tech,9,16792,2,TE,"Jun 26, 1992",2014,49
Delanie Walker,Central Missouri State,2,9761,6,TE,"Aug 12, 1984",2006,175
Darius Jennings,Virginia,5,2577808,,WR,"Jun 28, 1992",,
Derrick Henry,Alabama,2,3043078,2,RB,"Jan 4, 1994",2016,45
Jonnu Smith,Florida Intl,1,3054212,3,TE,"Aug 22, 1995",2017,100
Ryan Succop,South Carolina,4,12731,7,PK,"Sep 19, 1986",2009,256
Alex Tanney,Monmouth (IL),3,15693,,QB,"Nov 11, 1987",,
David Fluellen,Toledo,2,16994,,RB,"Jan 28, 1992",,
Marcus Mariota,Oregon,8,2576980,1,QB,"Oct 30, 1993",2015,2
Brett Kern,Toledo,,11555,,,"Feb 17, 1986",,
Jordan Gay,Centre,,16591,,,"Mar 29, 1990",,
Tyler Ferguson,Western Kentucky,5,3040520,,QB,"Jan 7, 1994",,
Avery Williamson,Kentucky,4,16920,5,LB,"Mar 9, 1992",2014,151
Jerome Cunningham,Southern Connecticut State,6,2476373,,TE,"May 25, 1991",,
Joe Bacci,Central Michigan,,2972498,,,"Apr 25, 1994",,
Matt Cassel,USC,8,8644,7,QB,"May 17, 1982",2005,230
Jalston Fowler,Alabama,3,2515931,4,FB,"Jul 26, 1990",2015,108
Johnathan Cyprien,Florida Intl,,15831,2,,"Jul 29, 1990",2013,33
Sylvester Williams,North Carolina,2,15816,1,DT,"Nov 21, 1988",2013,28
Derrick Morgan,Georgia Tech,1,13248,1,LB,"Jan 6, 1989",2010,16
Dennis Kelly,Purdue,1,15054,5,OT,"Jan 16, 1990",2012,153
Antwaun Woods,USC,4,2577278,,DT,"Jan 3, 1993",,
Brian Orakpo,Texas,8,12439,1,LB,"Jul 31, 1986",2009,13
Karl Klug,Iowa,,14079,5,,"Mar 31, 1988",2011,142
Tajae Sharpe,UMass,9,2982828,5,WR,"Dec 23, 1994",2016,140
DeMarco Murray,Oklahoma,,14005,3,,"Feb 12, 1988",2011,71
Demontre Hurst,Oklahoma,0,16144,,CB,"Mar 24, 1991",,
Tim Semisch,Northern Illinois,5,2574931,,TE,"Sep 18, 1991",,
Giovanni Pascascio,Louisville,,3116662,,,"Nov 10, 1994",,
Brandon Radcliff,Louisville,7,2970183,,RB,"Mar 18, 1993",,
Corey Davis,Western Michigan,4,3042778,1,WR,"Jan 11, 1995",2017,5
Eric Decker,Minnesota,1,13271,3,WR,"Mar 15, 1987",2010,87
David King,Oklahoma,5,15905,7,DE,"Dec 27, 1989",2013,239
Jack Conklin,Michigan State,8,2979534,1,OT,"Aug 17, 1994",2016,8
Quinton Spain,West Virginia,,2515319,,,"Aug 7, 1991",,
Luke Stocker,Tennessee,8,14099,4,TE,"Jul 17, 1988",2011,104
Jordan Jenkins,Georgia,8,2977647,3,LB,"Jul 1, 1994",2016,83
Marcus Williams,North Dakota State,5,2508192,,CB,"Mar 24, 1991",,
Spencer Paysinger,Oregon,,14648,,,"Jun 28, 1988",,
Josh Martin,Columbia,5,16268,,LB,"Nov 7, 1991",,
Buster Skrine,Chattanooga,1,14139,5,CB,"Apr 26, 1989",2011,137
Darryl Roberts,Marshall,7,2515490,7,CB,"Nov 26, 1990",2015,247
Doug Middleton,Appalachian State,,2567725,,,"Sep 25, 1993",,
Connor Harris,Lindenwood,4,4081808,,LB,"Jun 22, 1993",,
Bruce Carter,North Carolina,,14026,2,,"Feb 19, 1988",2011,40
Claude Pelon,USC,,3120366,,,"Nov 27, 1992",,
Devon Still,Penn State,,14963,2,,"Jul 11, 1989",2012,53
Julian Stanford,Wagner,1,15373,,LB,"Sep 2, 1990",,
Juston Burris,NC State,2,2577740,4,CB,"Aug 4, 1993",2016,118
Deon Simon,Northwestern State,3,2568060,7,NT,"Jul 6, 1990",2015,223
Darron Lee,Ohio State,8,3051398,1,LB,"Oct 18, 1994",2016,20
Anthony Johnson,LSU,6,17184,,DE,"Jan 24, 1993",,
Patrick Gamble,Georgia Tech,,2971497,,,"Feb 2, 1994",,
Leonard Williams,USC,2,2971622,1,DE,"Jun 20, 1994",2015,6
Demario Davis,Arkansas State,6,14958,3,LB,"Jan 11, 1989",2012,77
Corey Lemonier,Auburn,,15849,3,,"Nov 19, 1991",2013,88
Freddie Bishop,Western Michigan,9,16573,,LB,"Feb 25, 1990",,
Dakota Dozier,Furman,,16861,4,,"Apr 30, 1991",2014,137
Charone Peake,Clemson,7,2576498,7,WR,"Oct 16, 1992",2016,241
Ronald Martin,LSU,,2577293,,,"Feb 26, 1993",,
David Rivers,Youngstown State,,3049271,,,"Jul 23, 1994",,
Marcus Maye,Florida,,2980110,2,,"Mar 9, 1993",2017,39
Dexter McDougle,Maryland,3,16805,3,CB,"Apr 8, 1991",2014,80
Robby Anderson,Temple,1,2574808,,WR,"May 9, 1993",,
Chris Harper,California,,2978196,,,"Dec 7, 1993",,
Marquess Wilson,Washington State,,16023,7,,"Sep 14, 1992",2013,236
Jalin Marshall,Ohio State,9,3051400,,WR,"Jul 21, 1995",,
Jason Vander Laan,Ferris State,4,3057863,,TE,"Sep 22, 1992",,
Frankie Hammond,Florida,,16260,,,"Feb 17, 1990",,
Anthony Firkser,Harvard,6,3049698,,TE,"Feb 19, 1995",,
Myles White,Louisiana Tech,,16569,,,"Mar 30, 1990",,
Chad Hansen,California,6,3066074,4,WR,"Jan 18, 1995",2017,141
Jordan Leggett,Clemson,6,3045118,5,TE,"Jan 31, 1995",2017,150
ArDarius Stewart,Alabama,8,3054860,3,WR,"Dec 8, 1993",2017,79
Austin Seferian-Jenkins,Washington,8,16795,2,TE,"Sep 29, 1992",2014,38
Romar Morris,North Carolina,,2577106,,,"Oct 21, 1992",,
Algernon Brown,BYU,0,2513199,,FB,"Nov 29, 1991",,
Julian Howsare,Clarion,,3124451,,,"Sep 11, 1992",,
Elijah McGuire,Louisiana,5,3042494,6,RB,"Jun 1, 1994",2017,188
Chandler Catanzaro,Clemson,7,16976,,PK,"Feb 26, 1991",,
Jordan Todman,UConn,,14186,6,,"Feb 24, 1990",2011,183
Bryce Petty,Baylor,4,2466005,4,QB,"May 31, 1991",2015,103
Christian Hackenberg,Penn State,8,3057986,2,QB,"Feb 14, 1995",2016,51
Lachlan Edwards,Sam Houston State,,3061740,7,,"Apr 27, 1992",2016,235
Josh McCown,Sam Houston State,5,3609,3,QB,"Jul 4, 1979",2002,81
Morris Claiborne,LSU,1,14943,1,CB,"Feb 7, 1990",2012,6
Shamarko Thomas,Syracuse,,15992,4,,"Feb 23, 1991",2013,111
Jamal Adams,LSU,,3115373,1,,"Oct 17, 1995",2017,6
Mike Pennel,Colorado State-Pueblo,8,17230,,DT,"May 9, 1991",,
Derrick Jones,Ole Miss,1,3051880,6,CB,"Dec 4, 1994",2017,204
Sheldon Richardson,Missouri,3,15811,1,DT,"Nov 29, 1990",2013,13
Rontez Miles,California (PA),,16206,,,"Nov 25, 1988",,
Eric Tomlinson,UTEP,3,2511973,,TE,"Apr 22, 1992",,
Dylan Donahue,West Georgia,9,2584628,5,LB,"Aug 20, 1992",2017,181
Muhammad Wilkerson,Temple,6,13985,1,DE,"Oct 22, 1989",2011,30
Bilal Powell,Louisville,9,14129,4,RB,"Oct 27, 1988",2011,126
Gabe Marks,Washington State,,2978344,,,"Aug 6, 1994",,
Kenbrell Thompkins,Cincinnati,,16381,,,"Jul 29, 1988",,
Ross Martin,Duke,7,2969886,,PK,"Jul 3, 1993",,
Marcus Murphy,Missouri,5,2514123,7,RB,"Oct 3, 1991",2015,230
James Carpenter,Alabama,,13993,1,,"Mar 22, 1989",2011,25
Lawrence Thomas,Michigan State,4,2576280,,FB,"Apr 16, 1993",,
Frank Beltre,Towson,,16048,,,"Jan 28, 1990",,
Robenson Therezie,Auburn,,2574553,,,"Aug 5, 1991",,
Steve McLendon,Troy,9,12895,,DT,"Jan 3, 1986",,
Xavier Coleman,Portland State,8,3045642,,CB,"Jan 13, 1995",,
Chris Gragg,Arkansas,,15940,7,,"Jun 30, 1990",2013,222
Matt Forte,Tulane,,11278,2,,"Dec 10, 1985",2008,44
Terrence Brooks,Florida State,,16768,3,,"Mar 2, 1992",2014,79
Kony Ealy,Missouri,6,16773,2,DE,"Dec 21, 1991",2014,60
Armagedon Draughn,,,4257567,,,"Apr 6, 1994",,
